province,points
Loire Valley,88
Washington,88
Loire Valley,88
Vinho Verde,88
Mendoza Province,88
Loire Valley,88
Tasmania,88
Simonsberg-Paarl,88
Mendoza Province,88
Tuscany,88
Northern Spain,88
Loire Valley,88
Colchagua Valley,88
Washington,88
Atalanti Valley,88
Northeastern Italy,88
California,88
Veneto,88
Mendoza Province,88
Veneto,88
California,88
Mendoza Province,88
California,88
Robertson,88
Tuscany,88
California,88
Veneto,88
Beira Interior,88
Veneto,88
Robertson,88
California,88
Southwest France,88
Burgundy,88
Stellenbosch,88
Mosel,88
New York,88
Overberg,88
Veneto,88
California,88
Mosel,88
Thracian Valley,88
California,88
Rhône Valley,88
Mendoza Province,88
Swartland,88
Washington,88
California,88
Northern Spain,88
California,88
New York,88
Douro,88
Galilee,88
Southwest France,88
Veneto,88
California,88
Northeastern Italy,88
California,88
Tuscany,88
California,88
Vinho Verde,88
California,88
Mendoza Province,88
Northern Spain,88
Rhône Valley,88
Other,88
Germany,88
Rhône Valley,88
Western Cape,88
California,88
Veneto,88
California,88
Alsace,88
California,88
Washington,88
Swartland,88
California,88
Tuscany,88
California,88
South Australia,88
Piedmont,88
Tuscany,88
Burgundy,88
California,88
Tuscany,88
Piedmont,88
California,88
Virginia,88
Alsace,88
California,88
Alsace,88
Virginia,88
Central Italy,88
Northern Spain,88
Tuscany,88
Lombardy,88
California,88
Washington,88
Kras,88
Northern Spain,88
California,88
Burgenland,88
Catalonia,88
Alsace,88
Washington,88
Champagne,88
California,88
Croatia,88
California,88
Southwest France,88
France Other,88
Beaujolais,88
Stellenbosch,88
Beaujolais,88
California,88
Oregon,88
Niederösterreich,88
Stellenbosch,88
California,88
Northeastern Italy,88
California,88
Northern Spain,88
California,88
Washington,88
California,88
Catalonia,88
California,88
Northern Spain,88
Galicia,88
Northern Spain,88
California,88
Loire Valley,88
Washington,88
Piedmont,88
Washington,88
California,88
Washington,88
Piedmont,88
Tuscany,88
California,88
Piedmont,88
New York,88
Washington,88
California,88
Piedmont,88
Washington,88
Loire Valley,88
Washington,88
Tuscany,88
California,88
Washington,88
California,88
Piedmont,88
Washington,88
California,88
Piedmont,88
Loire Valley,88
Piedmont,88
New York,88
Galilee,88
New York,88
California,88
Washington,88
Bordeaux,88
Piedmont,88
Colchagua Valley,88
New York,88
Bordeaux,88
Washington,88
Pangeon,88
Bordeaux,88
California,88
Washington,88
California,88
Southern Italy,88
British Columbia,88
Elgin,88
Washington,88
California,88
New York,88
South Australia,88
Southwest France,88
Piedmont,88
Champagne,88
South Australia,88
Lolol Valley,88
Limarí Valley,88
Piedmont,88
Washington,88
Southwest France,88
Central Valley,88
Washington,88
Champagne,88
Coastal Region,88
California,88
Piedmont,88
California,88
Washington,88
California,88
Provence,88
Marlborough,88
Provence,88
Alsace,88
Other,88
Southern Italy,88
Galicia,88
Mendoza Province,88
Southern Italy,88
Peljesac,88
California,88
Washington,88
Northern Spain,88
Coastal Region,88
Stellenbosch,88
Southern Italy,88
New York,88
Marlborough,88
California,88
Mendoza Province,88
New York,88
South Australia,88
California,88
Sicily & Sardinia,88
California,88
Mosel,88
Sicily & Sardinia,88
Moscatel do Douro,88
Port,88
Mosel,88
California,88
Rheingau,88
California,88
Northern Spain,88
Sicily & Sardinia,88
California,88
Mendoza Province,88
Washington-Oregon,88
Northern Spain,88
Marlborough,88
California,88
Sicily & Sardinia,88
California,88
Mendoza Province,88
Judean Hills,88
California,88
Sicily & Sardinia,88
California,88
Marlborough,88
California,88
Sicily & Sardinia,88
California,88
Bordeaux,88
Mendoza Province,88
Bordeaux,88
South Australia,88
Washington,88
California,88
Western Australia,88
Kamptal,88
Weinviertel,88
California,88
Lombardy,88
Piedmont,88
California,88
Washington,88
Robertson,88
Southern Italy,88
California,88
Northeastern Italy,88
Catalonia,88
Northeastern Italy,88
Montevideo,88
California,88
Northeastern Italy,88
Northwestern Italy,88
Catalonia,88
Douro,88
Loire Valley,88
California,88
Oregon,88
Catalonia,88
Northeastern Italy,88
Lombardy,88
Northeastern Italy,88
Maule Valley,88
California,88
Northeastern Italy,88
Tejo,88
Douro,88
California,88
Mendoza Province,88
Tuscany,88
California,88
Colorado,88
New York,88
California,88
Niederösterreich,88
California,88
Washington,88
Tuscany,88
Provence,88
Südsteiermark,88
California,88
Washington,88
Central Italy,88
Marlborough,88
Wachau,88
Marlborough,88
Tuscany,88
Central Otago,88
Provence,88
California,88
Tuscany,88
Washington,88
Burgundy,88
Lisboa,88
Tuscany,88
Vinho Verde,88
Douro,88
California,88
Oregon,88
California,88
Tuscany,88
California,88
Tuscany,88
Oregon,88
Tuscany,88
Central Spain,88
California,88
Bairrada,88
California,88
Tuscany,88
Southwest France,88
California,88
Washington,88
California,88
Washington,88
Galilee,88
Cachapoal Valley,88
Southwest France,88
Central Valley,88
Wagram-Donauland,88
California,88
Washington,88
California,88
Rheinhessen,88
Bordeaux,88
Washington,88
Niederösterreich,88
Southwest France,88
Limarí Valley,88
Washington,88
Carnuntum,88
California,88
Piedmont,88
Washington,88
California,88
Minho,88
Mendoza Province,88
Israel,88
Oregon,88
Burgundy,88
South Australia,88
Oregon,88
Texas,88
Piedmont,88
California,88
Kakheti,88
Burgundy,88
Other,88
Vinho Verde,88
Port,88
Piedmont,88
California,88
Kakheti,88
,88
California,88
Oregon,88
Burgundy,88
California,88
Southwest France,88
Languedoc-Roussillon,88
California,88
Alsace,88
California,88
Southern Italy,88
Sicily & Sardinia,88
Oregon,88
Aconcagua Valley,88
Kamptal,88
Österreichischer Sekt,88
California,88
Sicily & Sardinia,88
California,88
Beaujolais,88
Oregon,88
Casablanca Valley,88
California,88
Beaujolais,88
California,88
Virginia,88
Rapel Valley,88
Southwest France,88
Bordeaux,88
Southwest France,88
Oregon,88
Sicily & Sardinia,88
Washington,88
France Other,88
New York,88
Veneto,88
California,88
Northern Spain,88
Washington,88
California,88
Mendoza Province,88
New York,88
California,88
Galicia,88
Mendoza Province,88
Malleco,88
Ella Valley,88
France Other,88
Mendoza Province,88
California,88
Mendoza Province,88
Washington,88
California,88
Colchagua Valley,88
Burgundy,88
California,88
Thracian Valley,88
Washington,88
Provence,88
Southwest France,88
Beaujolais,88
Southwest France,88
Washington,88
Beaujolais,88
Alsace,88
Washington,88
California,88
Beaujolais,88
Nemea,88
Washington,88
New York,88
Washington,88
Alsace,88
Beaujolais,88
Samos,88
California,88
Leyda Valley,88
Washington,88
Leyda Valley,88
New York,88
Burgundy,88
California,88
Washington,88
Burgundy,88
New York,88
Veneto,88
Burgundy,88
Washington,88
Veneto,88
New York,88
Veneto,88
California,88
Burgundy,88
California,88
Washington,88
California,88
Veneto,88
New York,88
Washington,88
California,88
Burgundy,88
California,88
Douro,88
Tejo,88
California,88
Southern Italy,88
California,88
Languedoc-Roussillon,88
Alentejano,88
Southwest France,88
Mosel,88
Central Italy,88
California,88
Casablanca Valley,88
Oregon,88
Alentejano,88
Southern Italy,88
California,88
San Antonio,88
Douro,88
British Columbia,88
Casablanca Valley,88
Maule Valley,88
Washington,88
Piedmont,88
California,88
Piedmont,88
Washington,88
California,88
Nemea,88
California,88
Champagne,88
Macedonia,88
California,88
Piedmont,88
New York,88
Bordeaux,88
Champagne,88
Aconcagua Valley,88
Colchagua Valley,88
California,88
Mendoza Province,88
Southern Italy,88
Sicily & Sardinia,88
South Australia,88
Washington,88
Alentejano,88
South Australia,88
Southern Italy,88
South Australia,88
Sicily & Sardinia,88
Washington,88
Douro,88
Southern Italy,88
Douro,88
Sicily & Sardinia,88
Western Australia,88
Washington,88
California,88
Washington,88
Burgundy,88
California,88
Champagne,88
Oregon,88
California,88
Casablanca Valley,88
California,88
Oregon,88
Washington,88
California,88
Washington,88
Tuscany,88
Burgundy,88
Pfalz,88
San Antonio,88
South Australia,88
Sicily & Sardinia,88
Washington,88
Central Italy,88
California,88
Washington,88
Northeastern Italy,88
Levante,88
Northern Spain,88
Washington,88
Northeastern Italy,88
Northern Spain,88
Rhône Valley,88
California,88
Rhône Valley,88
Northern Spain,88
Northeastern Italy,88
Northern Spain,88
Washington,88
California,88
Northeastern Italy,88
Bordeaux,88
Northern Spain,88
Rhône Valley,88
California,88
Bordeaux,88
California,88
Rheinhessen,88
Veneto,88
Oregon,88
California,88
Central Italy,88
Alsace,88
Burgundy,88
Casablanca Valley,88
Niederösterreich,88
Burgundy,88
Piedmont,88
California,88
Burgundy,88
Niederösterreich,88
Mendoza Province,88
Burgundy,88
Central Italy,88
California,88
Burgundy,88
Mendoza Province,88
Rhône Valley,88
Sicily & Sardinia,88
Lolol Valley,88
California,88
Burgenland,88
Mendoza Province,88
Burgundy,88
Sicily & Sardinia,88
Burgundy,88
Maipo Valley,88
Ceres Plateau,88
Stellenbosch,88
Bot River,88
Alsace,88
Burgenland,88
Tuscany,88
New York,88
Alsace,88
Tuscany,88
California,88
Vipavska Dolina,88
Northern Spain,88
California,88
Washington,88
Catalonia,88
Northern Spain,88
Central Italy,88
Champagne,88
Alsace,88
Istria,88
Beaujolais,88
Galicia,88
Washington,88
California,88
Levante,88
Provence,88
Bordeaux,88
California,88
Central Italy,88
Northern Spain,88
Oregon,88
Nahe,88
Washington,88
California,88
Lisboa,88
Oregon,88
Washington,88
Bordeaux,88
Loire Valley,88
Washington,88
California,88
Central Spain,88
Alsace,88
California,88
Alsace,88
California,88
Bordeaux,88
Washington,88
Alsace,88
California,88
Alsace,88
Washington,88
Oregon,88
Alsace,88
California,88
Rheingau,88
Casablanca Valley,88
Rheingau,88
Champagne,88
Veneto,88
California,88
Champagne,88
California,88
Veneto,88
Rapel Valley,88
California,88
Oregon,88
California,88
Maipo Valley,88
Oregon,88
California,88
Veneto,88
Oregon,88
California,88
Veneto,88
Rheinhessen,88
Burgundy,88
Northeastern Italy,88
Lisboa,88
California,88
Southwest France,88
California,88
Lombardy,88
California,88
Rhône Valley,88
California,88
Mendoza Province,88
Oregon,88
Central Italy,88
California,88
Northern Spain,88
Mendoza Province,88
California,88
Mosel,88
California,88
Northeastern Italy,88
California,88
Central Italy,88
Galicia,88
California,88
Rheinhessen,88
Northern Spain,88
Oregon,88
California,88
Mosel,88
California,88
Washington,88
California,88
Loire Valley,88
California,88
Southern Italy,88
Washington,88
Southern Italy,88
Washington,88
California,88
Piedmont,88
Southern Italy,88
Loire Valley,88
Washington,88
South Australia,88
Victoria,88
Washington,88
California,88
Leyda Valley,88
California,88
Southern Italy,88
New York,88
Tuscany,88
Mosel,88
Oregon,88
California,88
Pfalz,88
California,88
Maule Valley,88
Oregon,88
California,88
Southwest France,88
Rhône Valley,88
Peloponnese,88
Catalonia,88
California,88
Alentejano,88
California,88
Catalonia,88
California,88
Rhône Valley,88
California,88
Elqui Valley,88
California,88
Tuscany,88
Marlborough,88
Tuscany,88
California,88
Tuscany,88
Galilee,88
Burgundy,88
Bairrada,88
Galilee,88
California,88
Washington,88
Tuscany,88
California,88
Washington,88
California,88
Washington,88
California,88
Alentejo,88
Wachau,88
Catalonia,88
Northeastern Italy,88
Loire Valley,88
Northeastern Italy,88
California,88
Lisboa,88
Loire Valley,88
Mosel,88
Burgenland,88
Tejo,88
Weinviertel,88
California,88
Bairrada,88
California,88
Northeastern Italy,88
Galicia,88
Oregon,88
Northeastern Italy,88
Elqui Valley,88
California,88
Leyda Valley,88
California,88
Cachapoal Valley,88
Galicia,88
Northeastern Italy,88
California,88
Niederösterreich,88
Northeastern Italy,88
Cachapoal Valley,88
Casablanca Valley,88
Tejo,88
Loire Valley,88
Tejo,88
Rheingau,88
Oregon,88
Alentejano,88
California,88
Burgenland,88
Casablanca Valley,88
Northern Spain,88
Tejo,88
Aconcagua Valley,88
California,88
Beaujolais,88
Champagne,88
California,88
British Columbia,88
Champagne,88
California,88
Lombardy,88
Beaujolais,88
Alsace,88
Champagne,88
Levante,88
California,88
Beaujolais,88
California,88
Beaujolais,88
Alsace,88
California,88
Alentejano,88
California,88
Douro,88
Washington,88
California,88
Veneto,88
Washington,88
Burgundy,88
California,88
Washington,88
Tuscany,88
Southwest France,88
California,88
Alentejano,88
California,88
Southwest France,88
Beaujolais,88
California,88
Tuscany,88
California,88
Rheinhessen,88
Southwest France,88
Oregon,88
California,88
Northern Spain,88
California,88
Northeastern Italy,88
California,88
Maule Valley,88
Loire Valley,88
Alentejano,88
Northeastern Italy,88
California,88
Northeastern Italy,88
California,88
Northeastern Italy,88
Maipo Valley,88
California,88
Catalonia,88
California,88
Central Spain,88
Catalonia,88
Northern Spain,88
Estremadura,88
Languedoc-Roussillon,88
California,88
Australia Other,88
Languedoc-Roussillon,88
Veneto,88
California,88
Veneto,88
California,88
Thermenregion,88
California,88
Tuscany,88
Port,88
California,88
Tuscany,88
Casablanca Valley,88
Central Otago,88
Tuscany,88
Casablanca Valley,88
Galil,88
Colchagua Valley,88
California,88
Tuscany,88
Port,88
Bordeaux,88
Tuscany,88
Douro,88
Tuscany,88
California,88
Tuscany,88
Alsace,88
Languedoc-Roussillon,88
California,88
Washington,88
Elqui Valley,88
California,88
New York,88
California,88
Washington,88
Alsace,88
Maule Valley,88
Alsace,88
New York,88
Southwest France,88
New York,88
Beaujolais,88
Catalonia,88
California,88
Lisboa,88
Beaujolais,88
New York,88
Leyda Valley,88
New York,88
California,88
Casablanca Valley,88
Washington,88
California,88
Hawke's Bay,88
Maipo Valley,88
Central Otago,88
Washington,88
Bordeaux,88
California,88
Washington,88
Southern Italy,88
California,88
Washington,88
Southern Italy,88
California,88
Kamptal,88
Washington,88
California,88
Sicily & Sardinia,88
California,88
Marlborough,88
California,88
Casablanca Valley,88
Sicily & Sardinia,88
California,88
Northern Spain,88
Washington,88
California,88
Washington,88
California,88
Bordeaux,88
Northern Spain,88
California,88
Piedmont,88
Central Italy,88
Piedmont,88
Bordeaux,88
Loire Valley,88
Bordeaux,88
Washington,88
Northern Spain,88
Washington,88
Loire Valley,88
California,88
Piedmont,88
Burgenland,88
California,88
Southern Italy,88
Stellenbosch,88
British Columbia,88
Southern Italy,88
Maule Valley,88
Southern Italy,88
